sleep_hours,study_hours,screen_time_hours,social_media_hours,physical_activity_minutes,caffeine_intake_mg,mood_score,fatigue_level,assignment_load,deadline_pressure,social_interaction_score,financial_worry_score,health_condition_score,stress_level
5.89,5.16,5.19,1.72,30,73,2,6,10,10,7,2,8,Medium
7.51,4.15,6.69,2.68,10,91,3,5,8,7,6,1,6,Medium
6.59,5.91,6.15,2.19,5,5,3,7,6,7,6,4,8,Medium
7.31,4.78,5.72,2.12,15,25,4,5,8,7,4,3,6,Medium
6.31,1.44,5.8,1.47,3,100,4,6,5,9,9,3,6,Medium
6.9,4.65,6.87,1.75,0,58,3,6,9,5,5,2,7,Medium
5.42,2.77,4.62,1.57,28,79,4,6,8,7,7,3,7,High
6.35,4.94,7.07,2.14,32,0,4,5,8,7,7,2,8,Medium
6.65,3.13,7.16,2.56,54,0,4,6,6,6,9,2,7,Medium
7.08,4.21,6.72,2.09,23,52,4,8,5,7,7,6,4,Medium
6.65,2.92,5.07,2.09,31,34,5,7,8,6,9,4,7,Medium
6.65,6.62,6.21,1.99,31,119,5,5,6,8,4,3,7,Medium
6.99,2.75,4.16,2.45,24,120,4,6,9,7,6,1,7,Medium
7.22,3.37,7.6,2.27,42,11,5,6,7,6,5,1,7,Medium
5.7,3.71,6.47,2.37,0,27,1,8,9,7,6,2,4,High
6.17,6.1,5.91,0.88,15,31,7,6,8,7,7,3,6,Medium
5.98,3.7,7.33,1.46,14,0,6,6,6,9,7,1,5,Medium
6.01,6.09,6.69,1.14,12,96,5,7,6,9,8,3,8,Medium
6.74,4.77,6.03,2.02,6,112,5,5,7,6,8,4,8,Medium
6.91,2.94,6.47,3.11,23,82,4,6,8,5,7,3,6,Medium
7.33,3.27,5.79,2.54,26,29,5,5,10,7,7,2,5,Medium
7.43,4.66,5.34,0.35,17,1,4,4,6,7,7,5,6,Medium
7.66,2.8,4.94,0.81,5,0,4,4,5,6,7,2,8,Medium
6.85,3.85,4.57,2.09,33,158,4,4,5,8,8,2,6,Medium
6.26,5.87,7.11,2.09,21,83,3,8,10,9,8,2,5,Medium
6.7,5.62,7.07,1.93,3,97,1,9,10,10,7,5,6,High
5.5,7.58,8.23,3.72,0,188,4,8,9,8,5,2,4,Medium
6.23,5.25,7.11,2.62,24,173,4,7,10,9,6,4,6,Medium
5.98,6.92,7.75,2.09,0,181,5,8,10,10,7,5,6,High
6.71,5.53,7.42,1.85,10,74,4,7,10,9,8,5,6,High
5.32,5.03,6.33,0.87,6,148,1,7,7,9,3,1,6,Medium
5.8,5.63,7.28,2.7,28,53,2,10,10,10,5,2,5,High
7.01,3.29,4.96,2.08,11,0,4,4,9,4,4,6,8,Medium
6.54,3.99,6.28,2.93,31,13,4,5,6,10,5,6,6,Medium
7.69,2.22,6.02,2.93,0,0,4,6,5,7,2,1,7,Medium
6.97,3.97,6.75,2.42,5,168,4,7,4,8,4,3,6,Medium
6.62,3.39,5.44,2.44,3,0,5,6,6,5,6,5,6,Medium
7.03,3.89,5.77,2.06,16,140,4,4,6,7,5,2,6,Medium
6.44,4.36,7.19,3.03,2,70,4,6,6,8,7,7,4,Medium
6.14,3.87,3.38,1.63,14,119,4,7,5,6,5,1,5,Medium
7.03,3.54,6.46,2.79,6,38,3,4,6,8,9,5,7,Medium
6.7,3.74,5.9,1.89,0,21,4,5,5,8,9,2,8,Medium
6.61,4.61,5.9,2.09,14,38,5,6,6,9,5,5,8,Medium
7.15,4.12,6.94,2.31,46,70,5,6,9,6,8,3,3,Medium
6.25,5.5,6.83,1.39,32,70,4,6,7,8,5,6,5,Medium
6.5,3.07,7.41,1.68,36,261,6,3,4,5,8,4,5,Medium
6.09,1.61,6.92,3.2,52,196,3,6,3,2,7,6,8,Medium
7.71,4.09,8.42,2.61,32,77,3,7,4,4,6,4,7,Medium
6.62,1.52,7.33,4.35,37,168,7,5,6,5,6,3,6,Medium
5.33,2.59,8.44,8.44,31,241,4,7,7,5,7,2,7,Medium
6.53,4.15,8.12,1.99,27,246,5,8,8,4,7,4,5,Medium
7.3,3.81,9.2,2.4,31,259,4,7,6,5,8,2,5,Medium
7.37,4.1,8.77,2.52,34,260,5,8,3,4,3,3,5,Medium
6.92,3.14,6.33,3.7,16,244,5,6,6,7,3,2,8,Medium
6.61,3.5,8.13,2.6,19,251,4,6,5,5,6,4,6,Medium
5.94,1.91,6.2,3.02,30,207,5,7,5,5,9,5,7,Medium
5.05,3.07,9.13,2.66,29,111,4,7,4,2,6,3,6,Medium
6.81,3.99,10.31,2.68,42,220,4,7,5,5,8,4,7,Medium
5.96,2.09,7.86,1.34,8,234,5,5,8,4,6,1,5,Medium
6.02,4.13,7.54,1.22,20,179,4,8,4,5,6,4,5,Medium
6.6,1.67,7.48,3.55,32,351,3,7,5,6,7,4,8,Medium
7.09,3.21,7.15,2.42,22,325,2,7,7,6,7,4,5,Medium
5.42,1.54,7.96,2.73,27,143,8,7,5,5,7,3,6,Medium
8.01,2.16,8.05,2.75,26,213,5,5,3,7,5,6,5,Medium
5.76,2.88,7.74,1.47,38,173,5,7,6,5,5,3,6,Medium
7.11,1.51,7.97,2.37,43,178,6,2,8,5,6,3,8,Medium
7.34,5.51,6.45,3.06,32,127,4,5,7,8,10,4,6,Medium
5.83,1.34,7.26,3.79,12,222,6,9,5,3,7,6,4,Medium
7.47,0.0,6.52,1.89,35,186,4,5,6,5,8,5,5,Medium
7.53,1.39,6.68,2.81,27,190,4,6,6,8,5,5,6,Medium
6.77,3.61,7.23,2.27,35,176,6,6,5,7,7,1,6,Medium
6.44,2.07,7.08,2.85,52,313,5,8,6,5,8,2,6,Medium
6.47,5.04,9.24,2.23,14,247,4,7,7,8,6,1,9,Medium
6.24,3.44,8.07,2.25,44,232,3,7,5,7,7,3,6,Medium
6.93,3.69,8.46,1.7,33,304,6,6,7,9,7,3,7,Medium
7.34,3.4,8.59,2.19,16,230,2,8,10,8,9,3,7,Medium
6.19,4.29,9.72,2.3,27,244,4,8,7,6,7,3,7,Medium
6.2,5.6,8.91,2.6,23,374,2,8,9,7,5,5,4,High
5.64,3.12,7.38,1.66,18,295,4,8,7,8,5,1,4,Medium
5.5,4.71,9.37,2.44,7,331,3,7,8,6,7,3,4,Medium
5.93,3.08,7.65,2.64,23,301,6,4,5,4,2,4,6,Medium
5.99,0.89,7.53,3.13,17,287,5,9,6,9,6,6,7,Medium
6.99,2.57,7.32,2.8,26,331,4,6,4,7,6,1,7,Medium
7.18,3.54,8.89,2.81,29,184,5,6,5,5,7,1,6,Medium
6.12,2.51,7.92,1.61,27,197,2,5,6,5,5,3,6,Medium
7.2,3.48,5.61,1.71,35,270,4,3,8,5,6,1,6,Medium
6.23,0.86,7.79,3.73,27,247,5,7,7,8,7,5,5,Medium
7.95,2.34,6.14,2.71,27,158,6,6,4,2,8,4,6,Medium
7.8,2.17,7.44,3.62,21,207,7,5,4,3,10,1,6,Low
6.71,2.69,7.89,2.94,36,173,3,8,6,5,7,2,4,Medium
6.12,3.37,7.87,2.84,31,301,4,9,4,6,7,7,4,Medium
7.93,3.44,6.99,3.17,18,268,6,5,3,3,5,2,5,Low
5.01,4.15,7.28,3.02,7,103,4,7,2,5,5,4,5,Medium
6.9,1.22,7.56,2.57,31,207,5,7,5,5,6,3,7,Medium
6.54,4.52,7.44,1.75,40,267,4,8,5,6,6,5,6,Medium
6.6,2.37,7.33,3.48,26,226,3,8,6,6,7,2,5,Medium
5.43,1.43,7.81,3.48,50,226,4,8,6,4,8,5,8,Medium
5.37,2.13,7.96,1.58,37,173,6,5,6,7,3,4,7,Medium
6.07,3.68,6.14,2.6,25,156,6,5,7,5,7,5,5,Medium
6.67,4.26,9.18,2.78,25,324,4,7,3,5,7,4,6,Medium
6.78,3.54,7.48,2.55,13,277,5,7,7,4,7,4,7,Medium
6.59,0.98,8.96,1.57,14,227,6,6,6,5,6,5,7,Medium
6.99,0.0,9.8,3.08,27,206,6,7,5,4,4,2,7,Medium
7.11,3.2,9.01,3.5,32,259,6,6,6,7,5,5,6,Medium
6.79,3.63,7.53,2.95,14,182,3,7,5,4,4,3,6,Medium
7.2,3.12,8.38,1.87,18,201,3,3,6,4,7,5,6,Medium
6.63,4.42,8.36,2.22,30,224,5,6,5,3,7,4,6,Medium
6.92,3.53,5.61,2.33,43,360,5,5,9,8,8,5,6,Medium
6.86,1.1,8.54,3.32,26,233,5,4,7,6,7,3,6,Medium
5.52,3.16,8.32,3.85,9,173,5,6,5,5,10,3,7,Medium
6.35,3.92,8.24,2.63,27,273,5,5,6,7,6,3,7,Medium
7.15,3.36,7.98,1.73,32,136,4,7,6,4,5,5,6,Medium
6.55,2.42,7.01,2.79,25,247,2,6,6,7,8,3,6,Medium
7.58,5.61,8.94,1.91,23,138,4,5,9,6,5,4,6,Medium
5.54,3.85,7.37,2.58,30,359,4,8,7,8,3,3,5,Medium
6.29,4.8,9.56,2.6,29,230,2,9,9,6,8,4,5,Medium
7.33,3.16,8.26,1.43,24,290,4,9,6,7,9,4,4,Medium
5.53,4.56,7.62,2.16,33,351,4,9,7,6,6,3,3,Medium
6.13,6.03,9.73,1.79,19,277,5,6,9,7,5,2,4,Medium
7.5,3.96,7.99,2.6,25,178,4,5,5,5,4,2,6,Medium
6.19,2.63,7.79,3.09,25,179,5,6,7,4,7,4,6,Medium
5.91,1.45,8.81,1.9,25,105,5,6,5,6,3,7,8,Medium
7.16,3.67,8.29,2.66,43,184,6,6,4,2,8,2,6,Medium
6.23,2.89,7.2,2.0,32,226,3,5,6,6,8,4,8,Medium
7.31,2.89,8.61,3.42,29,148,3,7,6,6,5,3,8,Medium
6.6,2.97,8.19,2.6,36,208,7,7,5,4,8,2,7,Medium
6.45,2.46,7.95,2.05,25,156,2,7,5,5,7,2,3,Medium
7.73,2.33,9.83,3.1,36,106,5,6,7,5,7,3,7,Medium
6.88,3.91,7.84,2.85,31,181,3,4,7,6,4,2,5,Medium
6.52,3.26,10.19,1.62,34,308,2,8,5,9,6,5,5,Medium
5.86,2.29,6.72,3.4,24,165,8,4,3,3,8,6,8,Medium
7.1,3.37,8.26,1.69,47,145,4,7,8,6,4,2,6,Medium
6.29,1.32,6.3,2.95,23,186,4,7,4,6,5,4,8,Medium
5.57,3.43,8.35,4.24,38,60,2,6,7,9,7,4,6,Medium
6.63,3.16,8.54,6.1,42,61,4,7,7,5,9,6,5,Medium
8.14,2.2,7.86,4.59,28,38,3,5,5,5,6,7,6,Medium
5.61,4.57,6.98,4.31,36,0,2,6,6,8,8,5,8,Medium
6.71,3.47,8.65,4.03,16,0,4,4,5,9,6,5,7,Medium
6.73,3.45,9.53,2.68,16,122,3,7,5,5,6,5,7,Medium
7.3,3.94,9.75,4.14,25,187,5,7,8,8,8,5,4,Medium
7.51,5.33,9.62,4.34,51,81,4,7,5,8,7,9,7,Medium
7.73,2.22,7.3,4.14,18,115,5,7,5,8,7,8,5,Medium
6.89,4.18,7.78,4.04,26,61,5,6,8,5,8,10,8,Medium
6.96,3.35,9.11,4.62,36,73,5,6,8,7,7,7,6,Medium
7.45,3.56,7.19,3.87,4,83,6,4,6,4,4,5,7,Medium
6.2,3.9,9.64,3.79,33,164,3,9,7,7,6,7,5,High
6.13,0.87,10.46,3.44,29,61,5,9,8,8,6,8,5,Medium
7.17,3.55,9.05,3.47,2,151,2,9,5,8,7,6,5,Medium
7.37,4.39,8.27,5.56,33,16,4,5,4,7,8,5,7,Medium
7.06,4.27,9.22,4.65,26,61,5,8,9,7,7,8,5,Medium
7.27,5.36,7.54,4.26,24,150,4,5,8,8,2,4,7,Medium
7.09,2.28,8.69,3.98,55,142,6,5,9,6,5,6,7,Medium
7.01,2.06,9.03,3.38,22,0,3,7,6,4,7,7,6,Medium
7.45,4.02,8.99,4.26,45,129,4,7,7,6,6,7,7,Medium
7.3,3.35,8.78,3.24,33,61,2,5,6,3,7,7,8,Medium
7.73,2.35,9.35,4.36,27,72,2,7,6,7,5,8,6,Medium
7.07,3.17,7.85,3.49,27,36,4,5,6,6,8,7,6,Medium
8.13,4.33,8.12,4.77,34,144,3,6,8,6,6,8,7,Medium
5.62,4.67,8.25,3.83,29,0,3,8,7,5,7,6,6,Medium
4.98,4.57,10.27,4.14,19,11,3,7,10,10,7,7,6,High
7.11,2.0,9.93,3.87,31,152,5,7,9,10,4,7,7,Medium
7.1,5.0,7.36,4.63,34,114,4,8,9,9,9,6,4,Medium
7.27,5.85,10.97,5.52,28,139,2,5,8,10,6,5,5,Medium
5.57,7.19,10.53,3.88,5,106,2,9,7,10,7,9,4,High
6.07,4.71,9.86,5.34,27,93,4,8,10,9,7,4,6,Medium
5.55,4.38,10.78,4.75,33,146,1,8,9,10,6,3,4,High
6.3,6.45,10.02,4.04,13,117,2,8,9,9,7,7,5,High
6.8,5.43,8.82,3.41,46,52,4,6,5,8,7,6,6,Medium
7.6,2.96,9.1,4.14,33,69,4,7,8,8,8,5,4,Medium
6.97,3.87,8.67,4.87,17,11,5,5,8,8,6,7,7,Medium
7.66,3.03,7.23,3.47,27,187,4,7,5,7,6,8,6,Medium
6.39,3.06,9.24,3.82,39,42,3,7,8,9,4,7,6,High
7.02,3.09,7.73,4.39,33,92,4,9,10,8,8,7,4,Medium
7.39,3.52,8.0,3.17,28,88,5,7,7,8,8,6,6,Medium
7.56,3.79,8.0,3.56,22,56,7,5,9,6,3,3,7,Medium
7.37,3.81,10.27,4.58,10,109,4,7,4,7,7,7,4,Medium
7.08,4.61,9.08,4.16,49,160,6,5,5,5,7,7,7,Medium
7.64,3.01,7.74,3.77,27,46,2,4,6,10,7,6,7,Medium
5.68,4.4,8.72,4.26,19,21,6,6,9,6,4,6,5,Medium
8.44,3.56,9.45,9.45,49,16,5,6,6,10,3,5,7,Medium
7.23,3.21,6.4,3.79,32,9,5,5,8,10,6,5,6,Medium
6.45,4.12,10.68,4.21,38,0,5,7,6,7,4,6,7,Medium
6.18,2.65,7.99,5.18,54,13,4,7,10,6,7,6,6,Medium
6.98,2.39,7.83,7.83,15,61,5,6,6,6,7,5,7,Medium
6.8,3.5,7.66,4.09,41,61,4,5,9,8,6,5,7,Medium
6.66,2.59,6.54,5.01,26,53,3,8,6,6,6,8,6,Medium
6.94,1.46,7.6,2.85,37,8,5,7,5,5,6,6,6,Medium
6.7,2.7,6.83,3.3,11,65,5,7,7,7,5,6,6,Medium
6.42,2.95,7.91,4.14,28,78,1,6,8,7,10,6,7,Medium
6.68,3.2,8.39,5.52,16,12,5,7,6,7,4,5,6,Medium
7.04,2.65,7.38,2.72,14,80,3,6,7,6,9,4,6,Medium
6.1,1.72,9.97,3.18,31,81,3,7,9,5,5,5,5,Medium
7.17,5.14,10.31,5.52,23,230,3,8,7,7,7,7,5,Medium
6.87,2.85,8.47,4.9,49,0,4,5,7,7,6,7,6,Medium
7.2,4.32,8.81,3.86,31,58,4,6,9,7,5,5,8,Medium
6.9,3.04,9.06,3.1,16,55,4,6,9,8,8,6,6,Medium
7.05,2.27,10.23,4.56,21,94,3,7,6,6,6,9,5,Medium
6.64,3.61,8.7,6.05,26,51,5,7,8,5,5,6,5,Medium
6.64,3.21,8.0,4.95,46,99,6,6,8,6,5,8,7,Medium
5.66,3.59,6.3,3.71,15,61,4,5,9,5,5,7,5,Medium
7.3,1.88,8.24,3.85,33,0,6,6,7,4,6,5,6,Medium
5.82,6.69,8.02,4.14,8,98,5,8,8,8,9,7,5,Medium
6.4,6.51,10.7,4.14,26,2,3,5,10,9,7,6,6,Medium
7.35,3.35,9.61,2.86,25,39,3,10,8,7,8,7,7,High
6.4,4.07,10.38,4.37,21,124,3,9,9,9,5,7,4,High
6.19,7.06,11.12,3.07,19,57,3,9,10,9,5,3,6,High
6.51,4.64,9.42,3.7,24,111,3,8,8,8,6,6,4,Medium
6.37,6.11,10.37,3.47,27,82,5,6,10,8,5,9,6,Medium
6.1,4.86,8.41,4.37,5,149,2,9,8,8,5,7,7,High
6.47,3.47,7.62,3.12,32,103,3,6,6,8,9,7,7,Medium
7.86,3.81,8.89,5.32,46,0,5,4,8,8,7,5,7,Medium
7.03,2.83,9.78,3.88,39,108,6,6,8,7,8,5,6,Medium
7.67,3.55,7.46,4.15,28,1,3,6,4,7,7,8,6,Medium
6.85,4.06,7.33,4.76,30,50,4,5,6,5,7,7,6,Medium
7.28,4.74,9.99,3.17,36,0,5,7,6,6,9,5,5,Medium
6.41,2.11,9.68,3.57,13,22,4,5,7,8,6,4,7,Medium
6.37,3.01,9.17,4.39,41,89,5,4,7,5,7,3,6,Medium
6.98,2.26,9.05,4.93,23,75,4,8,7,6,6,7,6,Medium
7.36,4.25,8.8,4.33,11,52,4,6,5,4,6,4,4,Medium
8.02,6.16,8.28,3.67,39,55,5,6,6,6,6,5,5,Medium
5.95,6.56,9.85,4.65,33,19,5,7,6,9,6,6,6,Medium
6.67,1.75,5.5,2.91,52,153,5,6,5,6,6,6,9,Medium
6.96,2.1,6.78,2.56,41,194,4,4,6,8,7,7,6,Medium
7.99,0.98,7.29,2.97,40,296,4,6,6,6,10,9,6,Medium
7.72,0.48,8.67,3.15,43,263,5,5,6,7,7,6,7,Medium
7.88,2.79,2.73,2.5,24,283,4,5,8,7,5,7,6,Medium
7.28,4.37,6.63,2.94,39,238,3,8,5,6,7,8,5,Medium
8.65,1.52,7.94,3.31,30,149,4,6,5,6,3,7,5,Medium
6.35,2.22,5.79,2.92,43,249,4,6,8,6,5,6,7,Medium
5.66,1.71,7.27,1.6,44,122,5,8,6,5,6,5,6,Medium
7.13,1.31,6.02,3.49,32,201,3,6,4,7,10,7,5,Medium
7.46,2.61,7.19,2.87,54,250,6,6,8,5,4,6,6,Medium
7.31,2.85,7.41,1.49,54,219,5,3,5,7,7,7,8,Medium
7.74,0.95,6.2,3.46,39,146,6,6,8,7,5,7,5,Medium
6.63,3.65,6.41,3.06,45,155,5,6,6,3,3,7,9,Medium
7.77,1.95,6.06,2.64,39,155,6,3,5,5,7,6,6,Low
6.62,2.74,5.73,2.97,50,224,5,5,6,5,5,9,5,Medium
7.28,1.05,7.19,2.66,45,218,6,5,7,3,5,6,7,Medium
6.86,0.11,6.29,4.42,23,123,2,6,8,6,4,8,5,Medium
7.76,1.34,7.3,2.82,31,115,3,6,9,5,9,9,6,Medium
6.8,3.25,5.9,2.88,43,265,5,3,6,4,8,8,8,Medium
7.28,2.9,5.59,2.55,23,223,4,7,5,7,3,7,6,Medium
7.04,2.61,7.15,2.13,44,255,3,5,7,8,8,7,7,Medium
8.14,1.18,5.67,3.54,31,151,5,5,6,7,7,8,7,Medium
7.8,0.65,6.79,2.43,50,180,5,5,6,6,5,6,6,Medium
7.91,0.78,8.5,2.16,51,140,3,6,4,5,6,8,6,Medium
7.01,2.96,7.46,2.46,42,241,7,4,4,6,8,6,7,Medium
5.5,4.15,5.89,3.06,24,300,5,7,6,2,5,8,6,Medium
7.21,4.85,7.14,2.34,29,210,4,7,9,7,3,9,8,High
6.17,4.21,9.06,2.77,9,248,4,8,8,7,4,9,7,Medium
6.8,2.56,9.28,1.66,43,307,3,8,10,4,7,8,8,Medium
6.27,2.77,6.83,3.28,52,269,1,8,8,10,8,7,5,Medium
7.6,3.32,6.58,1.6,18,217,4,6,8,7,6,9,5,Medium
6.71,3.81,8.63,1.64,56,197,3,7,10,7,5,6,7,High
5.94,2.08,6.5,2.63,43,382,1,9,9,10,7,7,8,High
6.23,5.41,9.24,2.55,47,207,3,9,8,10,3,5,4,High
7.16,2.13,6.06,2.53,29,197,4,9,4,7,10,10,4,Medium
7.12,0.81,9.15,3.84,40,177,4,6,3,6,6,8,6,Medium
7.76,2.36,7.35,2.2,33,194,6,5,7,3,9,6,5,Medium
7.07,2.53,6.62,2.28,19,191,3,4,7,7,6,8,7,Medium
7.74,1.1,8.17,2.61,37,317,8,5,9,5,7,7,6,Medium
7.92,2.14,4.64,3.42,30,184,6,4,5,3,7,7,8,Low
8.42,2.24,5.9,3.08,27,342,5,4,8,7,5,8,6,Medium
8.67,0.94,5.29,3.93,50,210,6,5,6,6,6,10,6,Medium
6.84,2.14,6.09,3.72,56,262,3,7,7,4,7,5,5,Medium
7.43,2.6,6.89,1.38,45,317,6,4,5,5,10,7,7,Low
7.38,3.01,5.66,2.37,26,160,5,5,6,7,7,7,8,Medium
7.28,1.01,7.53,2.08,51,270,2,8,5,8,5,7,6,Medium
8.11,1.2,6.4,3.7,36,260,4,7,4,8,6,8,6,Medium
7.77,2.02,5.42,3.14,27,211,5,4,8,4,6,8,9,Medium
6.65,1.71,5.37,3.51,31,231,2,6,7,6,5,8,7,Medium
6.48,0.0,8.74,3.28,19,131,6,5,5,4,7,8,7,Medium
6.82,3.92,7.12,2.92,31,238,5,7,7,6,7,9,5,Medium
8.08,2.57,5.57,3.58,39,228,4,6,6,7,5,8,5,Medium
7.63,2.58,6.65,1.81,39,186,5,5,3,5,6,6,4,Medium
6.81,3.91,7.98,2.82,34,207,4,6,4,6,7,7,5,Medium
8.2,2.52,8.28,2.3,56,219,8,4,8,5,1,6,8,Medium
8.21,2.81,6.95,3.24,42,176,5,5,5,6,10,6,9,Medium
7.32,2.32,6.89,2.58,46,195,6,5,6,3,8,6,6,Medium
6.86,1.07,6.16,1.9,29,161,3,7,7,5,7,6,5,Medium
7.15,2.86,7.52,2.19,47,95,4,6,9,4,7,6,4,Medium
6.52,2.25,5.03,3.04,61,322,6,5,5,3,5,8,5,Medium
7.53,2.01,4.83,2.78,54,150,6,6,6,4,6,7,7,Medium
7.07,3.4,6.49,3.09,42,189,7,4,3,6,5,7,5,Medium
6.01,0.89,7.82,2.5,41,194,5,6,6,6,7,8,6,Medium
7.3,2.34,8.38,3.15,25,187,4,5,6,6,6,9,4,Medium
7.7,0.76,6.39,3.16,23,157,5,5,7,7,9,10,8,Medium
6.33,3.24,6.46,3.0,29,118,6,4,5,8,7,7,6,Medium
7.26,2.29,5.32,2.91,23,287,5,5,7,5,10,4,8,Medium
6.2,4.66,7.85,2.39,36,182,3,9,6,7,3,6,5,Medium
5.53,4.07,7.23,2.09,25,207,3,7,8,7,5,8,6,High
7.21,2.59,8.92,3.15,28,267,3,7,7,9,5,6,4,Medium
7.15,4.04,9.27,3.27,15,207,5,7,8,8,7,5,5,Medium
6.05,5.26,7.59,2.13,29,290,4,8,10,7,4,8,5,Medium
8.22,3.33,7.12,1.63,17,280,5,6,10,6,5,8,7,Medium
6.35,4.4,8.7,2.18,26,270,5,6,9,9,4,6,5,Medium
6.34,4.51,8.87,4.02,21,188,6,7,7,9,2,8,5,High
6.52,2.7,5.15,3.15,58,322,5,7,6,6,7,9,5,Medium
7.62,0.65,8.71,2.85,25,168,2,6,5,5,7,6,3,Medium
7.75,2.29,7.16,2.61,33,152,6,7,7,4,7,8,6,Medium
7.47,2.85,6.95,3.51,64,189,6,5,6,3,6,10,6,Medium
7.98,1.55,7.31,3.04,18,179,3,7,8,7,5,6,7,Medium
7.67,1.6,6.73,3.41,52,213,4,4,7,7,10,10,7,Medium
6.86,1.38,9.57,2.82,39,204,5,6,7,4,9,7,6,Medium
8.02,3.5,6.71,2.14,57,135,4,5,8,4,8,8,6,Medium
8.57,0.97,5.28,2.5,36,167,6,3,5,6,6,8,6,Medium
7.79,2.9,7.71,2.82,57,219,4,6,5,5,7,10,4,Medium
7.51,3.57,6.43,2.79,41,243,5,6,6,7,7,6,5,Medium
7.53,2.17,6.2,2.74,30,186,5,5,7,5,8,6,8,Medium
6.36,4.56,6.66,3.6,17,63,5,6,6,4,7,5,6,Medium
6.9,6.97,7.34,2.5,43,137,5,5,7,8,5,6,7,Medium
5.65,3.18,7.77,2.6,28,1,4,6,6,7,9,3,5,Medium
6.41,4.44,8.48,4.59,19,135,4,7,5,7,6,1,5,Medium
6.32,5.74,7.63,3.24,83,47,4,7,7,9,7,5,6,Medium
7.55,5.74,7.2,3.17,45,129,5,4,8,5,7,5,6,Medium
6.32,4.31,7.71,1.91,53,64,2,6,3,6,6,6,6,Medium
6.67,6.7,8.2,4.23,48,37,4,6,6,7,7,3,6,Medium
6.82,3.36,6.53,3.45,63,45,4,9,6,6,6,5,5,Medium
7.71,5.18,8.61,3.56,43,100,5,6,6,4,5,5,6,Medium
6.45,3.23,8.61,2.78,71,148,4,7,8,6,7,3,4,Medium
6.52,3.14,7.65,3.06,42,68,4,8,8,5,4,4,4,Medium
5.69,4.29,7.9,4.55,47,83,5,6,5,2,7,6,6,Medium
7.09,7.0,9.16,4.48,37,27,3,9,5,7,6,7,6,Medium
6.47,4.92,8.16,3.02,39,104,3,8,8,7,7,2,6,Medium
5.29,5.22,8.92,3.53,28,43,4,7,4,5,9,5,7,Medium
6.9,3.55,7.12,3.1,58,55,3,6,6,7,6,7,7,Medium
6.05,5.49,8.21,4.67,54,130,3,5,7,6,6,6,6,Medium
6.04,3.88,7.54,2.71,71,47,4,6,8,8,8,3,7,Medium
5.09,4.64,8.15,2.41,46,7,4,8,6,9,6,4,4,High
6.33,4.41,9.91,3.18,35,82,6,8,7,6,6,5,5,Medium
5.9,4.26,8.89,3.81,56,90,4,7,7,8,7,5,7,Medium
6.76,4.52,7.27,4.93,29,78,6,4,8,5,8,4,7,Medium
6.69,5.05,9.32,4.17,54,116,5,6,9,5,7,4,7,Medium
5.82,4.64,7.59,3.34,35,0,5,7,7,9,2,5,7,High
7.43,4.63,8.73,3.07,26,116,4,7,7,7,9,5,5,Medium
6.42,5.61,7.52,2.77,43,131,4,6,6,6,5,5,7,Medium
7.04,6.84,7.58,2.95,53,182,3,5,8,9,4,5,5,Medium
6.66,6.09,7.64,3.4,46,142,5,5,10,9,6,4,6,Medium
6.21,5.03,8.29,3.79,36,138,5,9,9,10,7,8,8,High
7.17,5.41,10.0,4.72,38,194,5,7,9,7,8,3,6,Medium
6.26,6.07,8.24,3.64,43,181,6,8,8,6,9,6,4,Medium
6.47,7.55,9.59,2.85,21,100,5,8,9,10,6,5,5,Medium
5.41,8.75,8.36,3.13,36,142,3,9,8,6,7,2,7,High
5.84,6.28,7.84,3.79,39,94,4,6,6,10,4,6,6,High
8.26,4.55,6.42,3.01,43,134,7,4,7,5,5,7,6,Medium
5.98,3.5,7.35,4.64,46,66,3,5,5,7,7,6,6,Medium
7.05,3.85,7.98,3.56,56,122,3,7,7,5,9,4,6,Medium
6.65,5.52,9.07,3.66,33,142,3,7,7,7,7,7,5,Medium
24.0,5.62,6.85,3.53,41,127,4,8,7,6,7,3,5,Medium
5.33,5.46,6.74,3.4,42,122,4,6,3,4,5,6,5,Medium
6.46,4.86,7.1,3.0,30,125,6,5,4,6,6,6,7,Medium
5.26,6.63,7.71,3.63,43,158,4,7,6,5,8,4,8,Medium
7.45,4.46,7.41,3.96,46,47,5,5,7,6,4,8,7,Medium
6.91,3.56,8.63,3.47,42,160,5,8,5,7,9,2,5,Medium
6.63,7.09,6.48,2.78,53,134,5,5,7,7,5,5,7,Medium
5.68,6.12,7.81,3.36,48,44,5,7,7,7,1,5,7,Medium
6.43,5.36,7.03,2.67,43,140,4,5,9,7,6,3,9,Medium
7.36,5.47,8.82,3.53,45,71,5,6,7,5,7,5,6,Medium
6.62,4.72,6.23,4.1,55,127,6,6,4,5,6,4,6,Medium
6.31,4.43,7.1,5.11,40,49,5,8,4,3,7,4,4,Medium
6.31,3.47,7.12,2.88,46,65,5,6,5,6,9,8,5,Medium
6.37,4.12,5.0,3.79,53,35,4,7,8,6,6,6,7,Medium
6.34,5.69,7.36,3.04,30,212,5,8,5,3,3,6,6,Medium
7.12,5.07,7.86,3.44,41,134,5,5,7,4,4,4,7,Medium
5.88,6.05,6.24,2.92,48,48,3,8,7,4,4,5,6,Medium
5.8,4.24,8.5,5.28,45,0,6,4,10,7,7,6,8,Medium
7.32,4.24,7.88,4.34,18,51,3,6,7,5,6,5,7,Medium
